"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TMEM120B",2.78416518453416e-158,0.762497531404093,0.248,0.111,7.30620627725454e-154,"Retinal ganglion cells","TMEM120B"
"GRIN1",3.87934120660753e-158,2.23272652722784,0.065,0.008,1.01801671943795e-153,"Retinal ganglion cells","GRIN1"
"HNF4G",5.19081211842789e-158,1.60195337032713,0.088,0.018,1.36217291611785e-153,"Retinal ganglion cells","HNF4G"
"ACHE",1.08797137429022e-157,1.57973335373268,0.083,0.016,2.8550544804124e-153,"Retinal ganglion cells","ACHE"
"TMEM63C",1.29480888451468e-157,2.50718852995857,0.062,0.007,3.39783747474341e-153,"Retinal ganglion cells","TMEM63C"
"AC068533.4",1.28547201204087e-156,1.11549477333725,0.154,0.053,3.37333565399764e-152,"Retinal ganglion cells","AC068533.4"
"PIK3C2B",1.91306419056864e-156,0.763038148741114,0.276,0.132,5.02026304889023e-152,"Retinal ganglion cells","PIK3C2B"
"SNCAIP",4.08914338143703e-156,0.728451312067802,0.286,0.138,1.07307300615671e-151,"Retinal ganglion cells","SNCAIP"
"SCN5A",5.04278985835489e-156,1.66315199284726,0.116,0.032,1.32332891462949e-151,"Retinal ganglion cells","SCN5A"
"AGAP2",1.06495792345189e-155,1.96258023575522,0.068,0.01,2.79466258272246e-151,"Retinal ganglion cells","AGAP2"
"AL390729.1",1.70247368355399e-155,1.13868992416858,0.168,0.062,4.46763144038239e-151,"Retinal ganglion cells","AL390729.1"
"IRX1",3.44220729819675e-155,1.84724382687674,0.069,0.01,9.03304039192791e-151,"Retinal ganglion cells","IRX1"
"RNF24",9.71329069383576e-155,0.477279725277022,0.671,0.487,2.54896174387638e-150,"Retinal ganglion cells","RNF24"
"ABHD6",1.88508930891628e-154,1.259400207239,0.136,0.043,4.94685136445811e-150,"Retinal ganglion cells","ABHD6"
"HERC1",3.94669173370564e-154,0.495142486649355,0.719,0.593,1.03569084475903e-149,"Retinal ganglion cells","HERC1"
"WNT9A",4.44672669341273e-154,2.06409678518217,0.071,0.011,1.16691001888537e-149,"Retinal ganglion cells","WNT9A"
"PTPRO",6.67684023375908e-154,0.391802425803957,0.777,0.658,1.75213641414306e-149,"Retinal ganglion cells","PTPRO"
"NEURL1",3.31548606623186e-153,1.51936315963168,0.121,0.035,8.70049853500565e-149,"Retinal ganglion cells","NEURL1"
"BAALC",3.85060947647736e-153,1.14982336147022,0.125,0.037,1.01047693881719e-148,"Retinal ganglion cells","BAALC"
"RIMKLA",3.85644287310347e-153,1.00719783936526,0.164,0.06,1.01200773875981e-148,"Retinal ganglion cells","RIMKLA"
"IL7",7.07843046665862e-153,0.688035505320168,0.322,0.165,1.85752172306055e-148,"Retinal ganglion cells","IL7"
"CD55",7.57906933442494e-153,1.03180616856802,0.152,0.052,1.98889937473979e-148,"Retinal ganglion cells","CD55"
"ZC2HC1A",8.07751188473277e-153,0.556190306022401,0.606,0.425,2.11970066879157e-148,"Retinal ganglion cells","ZC2HC1A"
"CLTCL1",8.76633545750562e-153,0.899610191435453,0.223,0.097,2.30046175075863e-148,"Retinal ganglion cells","CLTCL1"
"MGAT3",1.46421750274206e-152,0.925823481186687,0.216,0.092,3.84239957069571e-148,"Retinal ganglion cells","MGAT3"
"TSPAN2",2.00269338470783e-152,1.26048009554314,0.122,0.036,5.2554679801503e-148,"Retinal ganglion cells","TSPAN2"
"CACNB4",3.66566912624083e-152,1.22533084384315,0.135,0.043,9.6194489210812e-148,"Retinal ganglion cells","CACNB4"
"RUSC2",8.23666928215613e-152,0.708695558780794,0.288,0.141,2.16146675302341e-147,"Retinal ganglion cells","RUSC2"
"ARL6IP5",1.69637996731254e-151,0.852418246959225,0.181,0.07,4.45164031022156e-147,"Retinal ganglion cells","ARL6IP5"
"ADAM23",2.69509920919209e-151,0.592384274787026,0.408,0.233,7.07247934476189e-147,"Retinal ganglion cells","ADAM23"
"SVIL",5.37288530184323e-151,0.645904303271772,0.484,0.307,1.4099525609097e-146,"Retinal ganglion cells","SVIL"
"RFLNA",5.93318371499934e-151,0.853398363906079,0.262,0.125,1.55698607049013e-146,"Retinal ganglion cells","RFLNA"
"TMEM35A",5.93407127739979e-151,1.22765520989234,0.134,0.043,1.55721898461525e-146,"Retinal ganglion cells","TMEM35A"
"IGLON5",1.50159742426216e-150,0.853828938678578,0.201,0.083,3.94049196074875e-146,"Retinal ganglion cells","IGLON5"
"LONRF1",2.06652076152158e-150,0.709425192554773,0.279,0.136,5.42296378238492e-146,"Retinal ganglion cells","LONRF1"
"CNTNAP1",3.06648382302724e-150,1.69726848421684,0.091,0.02,8.04706684838809e-146,"Retinal ganglion cells","CNTNAP1"
"EHBP1",4.83894845185539e-150,0.485808616133011,0.749,0.639,1.26983685273589e-145,"Retinal ganglion cells","EHBP1"
"PAFAH1B3",5.6051626309922e-150,0.794702678879629,0.207,0.087,1.47090677762497e-145,"Retinal ganglion cells","PAFAH1B3"
"PATJ",1.4843215197762e-149,0.657383631754168,0.47,0.296,3.8951565321967e-145,"Retinal ganglion cells","PATJ"
"MT-CYB",2.55897823222161e-149,0.445836931557469,0.827,0.675,6.71527067699594e-145,"Retinal ganglion cells","MT-CYB"
"AHNAK2",4.0155505487416e-149,1.86255394836187,0.072,0.012,1.05376077500077e-144,"Retinal ganglion cells","AHNAK2"
"SLC10A7",6.93626384307886e-149,0.59230612059006,0.497,0.318,1.82021435770075e-144,"Retinal ganglion cells","SLC10A7"
"SLC9A7",7.16573226208612e-149,0.983153610983683,0.17,0.064,1.88043146021664e-144,"Retinal ganglion cells","SLC9A7"
"LINC01013",7.41615306911702e-149,2.1210707760294,0.062,0.008,1.94614688839769e-144,"Retinal ganglion cells","LINC01013"
"AC069228.1",7.4726925326295e-149,0.90064630463144,0.209,0.089,1.96098397441263e-144,"Retinal ganglion cells","AC069228.1"
"ADCY9",8.12691456754629e-149,0.407864307641275,0.439,0.251,2.1326649208155e-144,"Retinal ganglion cells","ADCY9"
"TUBB",8.41543597820899e-149,0.58250728333237,0.576,0.385,2.2083787094016e-144,"Retinal ganglion cells","TUBB"
"ADGRG1",1.2039136986594e-148,1.18272974426022,0.152,0.053,3.15931032802201e-144,"Retinal ganglion cells","ADGRG1"
"LDLR",1.51138416038641e-148,0.643906483234034,0.358,0.195,3.96617431368603e-144,"Retinal ganglion cells","LDLR"
"AC110491.1",1.51640554843505e-148,1.86669980072982,0.068,0.011,3.97935144020326e-144,"Retinal ganglion cells","AC110491.1"
"PPIP5K2",1.82956611305493e-148,0.577580403834907,0.565,0.385,4.80114739387876e-144,"Retinal ganglion cells","PPIP5K2"
"CPE",3.05560650218781e-148,0.421888310147847,0.584,0.382,8.01852258304124e-144,"Retinal ganglion cells","CPE"
"SYT16",3.09377242058176e-148,0.677832993053799,0.3,0.152,8.11867758609066e-144,"Retinal ganglion cells","SYT16"
"AC116348.3",3.11238530735518e-148,2.91233280996644,0.047,0.003,8.16752152356147e-144,"Retinal ganglion cells","AC116348.3"
"PDE9A",1.06810629730196e-147,0.728943508919711,0.374,0.214,2.80292454537979e-143,"Retinal ganglion cells","PDE9A"
"RBMS3-AS3",1.31924360341997e-147,2.0106599974255,0.072,0.012,3.4619590640947e-143,"Retinal ganglion cells","RBMS3-AS3"
"JAKMIP2-AS1",1.40987948895546e-147,0.787557618500644,0.184,0.072,3.69980575491691e-143,"Retinal ganglion cells","JAKMIP2-AS1"
"KIAA1549",3.07339907934349e-147,0.568709444162555,0.523,0.337,8.06521386401318e-143,"Retinal ganglion cells","KIAA1549"
"TMEM59L",3.86153867532324e-147,1.40994302748825,0.103,0.027,1.01334497917832e-142,"Retinal ganglion cells","TMEM59L"
"C19orf12",4.91437243191725e-147,0.884451377038277,0.2,0.083,1.28962961358373e-142,"Retinal ganglion cells","C19orf12"
"TRIM2",8.02132904966338e-147,0.465478839612306,0.692,0.533,2.10495716921266e-142,"Retinal ganglion cells","TRIM2"
"MPP3",1.34833040171846e-146,0.823014367989438,0.213,0.092,3.53828864018959e-142,"Retinal ganglion cells","MPP3"
"SUN2",1.36409343153546e-146,0.867954533967398,0.217,0.095,3.57965398303535e-142,"Retinal ganglion cells","SUN2"
"MBOAT2",1.37124622751346e-146,0.539982099380406,0.623,0.456,3.59842435024082e-142,"Retinal ganglion cells","MBOAT2"
"AC015923.1",1.51366675922256e-146,0.887431266297976,0.183,0.073,3.97216430955183e-142,"Retinal ganglion cells","AC015923.1"
"LINC00504",1.5275986830552e-146,1.15460154822699,0.124,0.038,4.00872446407346e-142,"Retinal ganglion cells","LINC00504"
"TPM1",2.6593944895491e-146,0.789905202777572,0.25,0.116,6.97878301947474e-142,"Retinal ganglion cells","TPM1"
"PNPLA7",5.96336827670907e-146,1.23753160325758,0.14,0.047,1.56490710317399e-141,"Retinal ganglion cells","PNPLA7"
"HCN3",1.00029590054608e-145,1.19339107803976,0.126,0.039,2.62497650221302e-141,"Retinal ganglion cells","HCN3"
"RASGRP1",2.52699275537623e-145,1.1796779998942,0.186,0.076,6.6313343886583e-141,"Retinal ganglion cells","RASGRP1"
"MT-ND5",2.89425948520428e-145,0.72134075580311,0.429,0.259,7.59511574107307e-141,"Retinal ganglion cells","MT-ND5"
"NRSN1",4.07195050073293e-145,1.03743267952636,0.146,0.051,1.06856125040233e-140,"Retinal ganglion cells","NRSN1"
"IQSEC3",4.22614812564437e-145,0.484386464055429,0.259,0.121,1.10902579113159e-140,"Retinal ganglion cells","IQSEC3"
"DNAH14",6.68625332222014e-145,0.550298100021409,0.658,0.511,1.75460659681701e-140,"Retinal ganglion cells","DNAH14"
"CATSPERG",6.68625628294023e-145,0.770957046792613,0.246,0.114,1.75460737376917e-140,"Retinal ganglion cells","CATSPERG"
"LIFR",1.68368871196704e-144,0.838559950812853,0.214,0.093,4.41833591794391e-140,"Retinal ganglion cells","LIFR"
"SERINC1",2.06397784134166e-144,0.647283792924635,0.459,0.279,5.41629065124879e-140,"Retinal ganglion cells","SERINC1"
"ADGRB1",2.59273090681923e-144,2.014743250196,0.067,0.011,6.80384444567503e-140,"Retinal ganglion cells","ADGRB1"
"AC009093.2",2.90845706563599e-144,1.20154652879385,0.135,0.045,7.63237303164196e-140,"Retinal ganglion cells","AC009093.2"
"AL139294.1",3.79699315771791e-144,1.60203993842774,0.092,0.022,9.96406944448333e-140,"Retinal ganglion cells","AL139294.1"
"OSBPL10",8.6957138173945e-144,0.98291974465552,0.157,0.058,2.28192921996066e-139,"Retinal ganglion cells","OSBPL10"
"FASN",1.06770105780092e-143,0.933343744627043,0.211,0.092,2.80186111588117e-139,"Retinal ganglion cells","FASN"
"MT-ND3",1.41342726286582e-143,0.512238396876284,0.73,0.566,3.70911582321249e-139,"Retinal ganglion cells","MT-ND3"
"NEK1",1.47275510181348e-143,0.564984312593259,0.538,0.358,3.86480393817894e-139,"Retinal ganglion cells","NEK1"
"MAP4K4",1.80463425177566e-143,0.418037287871783,0.799,0.72,4.73572120350968e-139,"Retinal ganglion cells","MAP4K4"
"TTC3",4.54479586044802e-143,0.382545514951,0.805,0.727,1.19264532969877e-138,"Retinal ganglion cells","TTC3"
"DEPTOR",7.30081980345264e-143,1.2807707056361,0.137,0.046,1.91588113282204e-138,"Retinal ganglion cells","DEPTOR"
"KALRN",1.9995778156455e-142,0.385960375297011,0.864,0.843,5.24729210381691e-138,"Retinal ganglion cells","KALRN"
"RPS6KL1",3.34834392874676e-142,0.993731499210708,0.166,0.063,8.78672413781724e-138,"Retinal ganglion cells","RPS6KL1"
"RGS10",5.61090642281554e-142,1.72803853053459,0.07,0.012,1.47241406347526e-137,"Retinal ganglion cells","RGS10"
"STX1A",8.65532401271019e-142,1.2731446366085,0.118,0.035,2.27133012741541e-137,"Retinal ganglion cells","STX1A"
"ADGRF5",1.106691310487e-141,2.81421975801699,0.05,0.005,2.90417933698e-137,"Retinal ganglion cells","ADGRF5"
"KIRREL3",1.33470741488426e-141,0.533158451167671,0.423,0.269,3.50253919813929e-137,"Retinal ganglion cells","KIRREL3"
"HSD17B2",1.35758487451104e-141,1.87402664634212,0.07,0.012,3.56257422769188e-137,"Retinal ganglion cells","HSD17B2"
"MYCBP2",1.76944731005261e-141,0.466363838466595,0.729,0.61,4.64338363104006e-137,"Retinal ganglion cells","MYCBP2"
"COMTD1",2.22780796199773e-141,2.14993890060172,0.056,0.007,5.84621365387443e-137,"Retinal ganglion cells","COMTD1"
"MARCH11",4.2441764713724e-141,1.13391646908502,0.206,0.092,1.11375678961755e-136,"Retinal ganglion cells","MARCH11"
"JAK2",5.89695291879813e-141,0.736593237671032,0.302,0.157,1.547478384951e-136,"Retinal ganglion cells","JAK2"
"LZTR1",1.44461081118106e-140,0.949870224390702,0.187,0.077,3.79094769070134e-136,"Retinal ganglion cells","LZTR1"
"OPCML",1.47203095650572e-140,1.32245540138873,0.527,0.399,3.86290363606231e-136,"Retinal ganglion cells","OPCML"
"GPR161",1.63305675981411e-140,0.600514875244714,0.422,0.251,4.28546754910419e-136,"Retinal ganglion cells","GPR161"
"CATSPER2",4.31760821676695e-140,0.690129560484853,0.238,0.11,1.13302674824398e-135,"Retinal ganglion cells","CATSPER2"
"RTN3",1.03806142164225e-139,0.48646107410111,0.707,0.562,2.72408078267358e-135,"Retinal ganglion cells","RTN3"
"THY1",1.12594140832898e-139,1.8205981312543,0.069,0.012,2.95469544373691e-135,"Retinal ganglion cells","THY1"
"PTPN20",1.55609173377445e-139,0.840662072256969,0.219,0.099,4.0834959277709e-135,"Retinal ganglion cells","PTPN20"
"RNF217",4.03267007051629e-139,0.692628191602757,0.237,0.11,1.05825327990488e-134,"Retinal ganglion cells","RNF217"
"FBN3",4.61484809199075e-139,0.708002330532927,0.317,0.168,1.21102843630021e-134,"Retinal ganglion cells","FBN3"
"DBNDD1",5.18477879132463e-139,1.20878633050009,0.097,0.025,1.36058965041941e-134,"Retinal ganglion cells","DBNDD1"
"SLC37A1",6.21781514286306e-139,0.634705525246002,0.419,0.246,1.63167904979012e-134,"Retinal ganglion cells","SLC37A1"
"ARHGEF9",7.80059811360284e-139,0.553215407521497,0.424,0.252,2.04703295697166e-134,"Retinal ganglion cells","ARHGEF9"
"AK4",1.0789214637579e-138,1.24625667332033,0.117,0.036,2.83130570519349e-134,"Retinal ganglion cells","AK4"
"SPEG",1.49998179502808e-138,1.89944036495964,0.074,0.014,3.9362522265127e-134,"Retinal ganglion cells","SPEG"
"IPO9-AS1",1.67858584375067e-138,0.528945468455346,0.31,0.159,4.4049449711705e-134,"Retinal ganglion cells","IPO9-AS1"
"SHISA9",3.33536563825788e-138,1.24038133738317,0.197,0.087,8.75266650791633e-134,"Retinal ganglion cells","SHISA9"
"CDH12",5.89360963674881e-138,0.688034939977504,0.654,0.533,1.54660104087562e-133,"Retinal ganglion cells","CDH12"
"PTN",6.08085475654693e-138,0.894692002197549,0.147,0.053,1.59573790521305e-133,"Retinal ganglion cells","PTN"
"FAIM2",8.16491928580218e-138,1.6571861722431,0.085,0.02,2.14263811898021e-133,"Retinal ganglion cells","FAIM2"
"TMEM65",1.35733699934413e-137,0.655545335321915,0.321,0.171,3.56192375367887e-133,"Retinal ganglion cells","TMEM65"
"ANKRD13D",2.10425918125089e-137,0.736196853333344,0.27,0.134,5.52199694343858e-133,"Retinal ganglion cells","ANKRD13D"
"AC016831.7",2.33184601096433e-137,0.851492899331362,0.209,0.093,6.11923030197259e-133,"Retinal ganglion cells","AC016831.7"
"TMEM178A",3.07962214355159e-137,0.672712395243293,0.291,0.149,8.08154442910809e-133,"Retinal ganglion cells","TMEM178A"
"PELI2",3.79414279794897e-137,0.854758123131304,0.595,0.441,9.9565895303777e-133,"Retinal ganglion cells","PELI2"
"SNX10",6.36538728199704e-137,0.769661503922692,0.189,0.079,1.67040493054166e-132,"Retinal ganglion cells","SNX10"
"BVES",6.90219440544392e-137,1.93295734538978,0.071,0.013,1.81127385587659e-132,"Retinal ganglion cells","BVES"
"CDR2",1.20712614546098e-136,0.700099073072144,0.335,0.185,3.16774043091869e-132,"Retinal ganglion cells","CDR2"
"DPYSL5",1.28926607593691e-136,0.512618644823466,0.641,0.476,3.38329203647364e-132,"Retinal ganglion cells","DPYSL5"
"C9orf24",1.29139117637837e-136,1.23336931268192,0.127,0.042,3.38886872505212e-132,"Retinal ganglion cells","C9orf24"
"ABO",1.42005500482903e-136,2.67589108828343,0.05,0.005,3.72650834367235e-132,"Retinal ganglion cells","ABO"
"AC012213.1",2.10396321234907e-136,1.85242675323231,0.081,0.018,5.52122026184643e-132,"Retinal ganglion cells","AC012213.1"
"TAOK3",3.93545947400483e-136,0.532817824955594,0.358,0.198,1.03274327516835e-131,"Retinal ganglion cells","TAOK3"
"MMP20",4.18225634781401e-136,2.65442580882653,0.05,0.005,1.09750771079335e-131,"Retinal ganglion cells","MMP20"
"PTBP3",5.41778703842097e-136,0.544736248054506,0.469,0.295,1.42173567462243e-131,"Retinal ganglion cells","PTBP3"
"COL6A1",6.38193411054135e-136,0.725519397959916,0.284,0.145,1.67474714928826e-131,"Retinal ganglion cells","COL6A1"
"LMBR1L",1.40996113665269e-135,0.723598768456743,0.29,0.148,3.70002001480399e-131,"Retinal ganglion cells","LMBR1L"
"LINC02202",1.8541464490422e-135,2.47985197410864,0.052,0.006,4.86565111157654e-131,"Retinal ganglion cells","LINC02202"
"MAPK11",1.95738700306243e-135,1.58914346533284,0.083,0.019,5.13657497343642e-131,"Retinal ganglion cells","MAPK11"
"SDC3",2.36670625492274e-135,0.999141555687444,0.155,0.059,6.21071055416824e-131,"Retinal ganglion cells","SDC3"
"CCDC7",2.99476541601554e-135,0.676303191408243,0.361,0.207,7.85886340470799e-131,"Retinal ganglion cells","CCDC7"
"VAV2",3.84633495508238e-135,0.747184513187978,0.313,0.168,1.00935521891272e-130,"Retinal ganglion cells","VAV2"
"CACNA1D",5.14776060147197e-135,0.451044830299107,0.243,0.115,1.35087533703827e-130,"Retinal ganglion cells","CACNA1D"
"ASAP2",6.19415455210919e-135,0.603621435134673,0.656,0.515,1.62547003756449e-130,"Retinal ganglion cells","ASAP2"
"VEZT",7.08724817013241e-135,0.522573994515504,0.632,0.463,1.85983566480615e-130,"Retinal ganglion cells","VEZT"
"AAK1",8.8551262900568e-135,0.533659282294388,0.514,0.333,2.3237622410367e-130,"Retinal ganglion cells","AAK1"
"LINC00882",1.44715845336141e-134,0.858128595116191,0.208,0.093,3.797633213311e-130,"Retinal ganglion cells","LINC00882"
"ABCB9",1.71677647900168e-134,0.911711088292599,0.158,0.06,4.50516483619621e-130,"Retinal ganglion cells","ABCB9"
"FADS2",2.61285904199075e-134,0.62090577367954,0.474,0.303,6.85666469799213e-130,"Retinal ganglion cells","FADS2"
"AP005671.1",3.20812597055309e-134,1.77204027203529,0.072,0.014,8.41876417192542e-130,"Retinal ganglion cells","AP005671.1"
"TMEM74B",5.24310513193428e-134,2.84153938426981,0.047,0.004,1.37589564872219e-129,"Retinal ganglion cells","TMEM74B"
"FARP1",8.25499055864887e-134,0.475805994580881,0.709,0.573,2.16627462240064e-129,"Retinal ganglion cells","FARP1"
"LINC00662",8.90382686925804e-134,0.590968189611027,0.465,0.292,2.3365422470307e-129,"Retinal ganglion cells","LINC00662"
"ACACA",1.1744667329218e-133,0.489888638161536,0.706,0.566,3.08203560053339e-129,"Retinal ganglion cells","ACACA"
"PAPSS1",2.10438839613396e-133,0.582817284858386,0.388,0.225,5.52233602913475e-129,"Retinal ganglion cells","PAPSS1"
"KCNIP4",2.25692733748929e-133,0.659545282139197,0.645,0.534,5.9226287190394e-129,"Retinal ganglion cells","KCNIP4"
"SCAPER",2.50376339337855e-133,0.451243877769331,0.728,0.619,6.57037589690399e-129,"Retinal ganglion cells","SCAPER"
"DLGAP1-AS4",2.85361875352407e-133,2.2405645485829,0.064,0.011,7.48846633299787e-129,"Retinal ganglion cells","DLGAP1-AS4"
"PPP2R3A",3.83231793798761e-133,0.56674713418999,0.461,0.292,1.00567687328671e-128,"Retinal ganglion cells","PPP2R3A"
"DCHS1",4.49933942718193e-133,0.919671311089191,0.19,0.081,1.18071665248108e-128,"Retinal ganglion cells","DCHS1"
"PAG1",5.46562388652395e-133,0.389994793109152,0.377,0.212,1.43428902030162e-128,"Retinal ganglion cells","PAG1"
"EBP",7.10542609698551e-133,1.14246868854275,0.132,0.046,1.86460591637094e-128,"Retinal ganglion cells","EBP"
"MGST3",7.43851167701281e-133,0.568842202426447,0.301,0.157,1.9520142342817e-128,"Retinal ganglion cells","MGST3"
"FCHO1",1.03538774494338e-132,1.2219181774872,0.119,0.038,2.71706452028041e-128,"Retinal ganglion cells","FCHO1"
"SYP",4.57899443837752e-132,0.463129270784621,0.299,0.152,1.20161972051903e-127,"Retinal ganglion cells","SYP"
"SH3BP2",4.64245209624185e-132,1.21877654717228,0.141,0.051,1.21827227909579e-127,"Retinal ganglion cells","SH3BP2"
"DYNC1LI1",5.78111284180898e-131,0.570260892715725,0.405,0.241,1.51707963194751e-126,"Retinal ganglion cells","DYNC1LI1"
"PLOD3",7.1076697141994e-131,1.1234935627758,0.131,0.045,1.86519468640021e-126,"Retinal ganglion cells","PLOD3"
"AP3S1",9.40776417404591e-131,0.618994317428221,0.338,0.186,2.46878547455313e-126,"Retinal ganglion cells","AP3S1"
"AC098850.3",9.91485146772261e-131,0.844613685389616,0.225,0.106,2.60185532215977e-126,"Retinal ganglion cells","AC098850.3"
"TMEM255A",1.32377822361577e-130,2.4042936127352,0.053,0.007,3.4738588144125e-126,"Retinal ganglion cells","TMEM255A"
"SHC2",1.41215275349787e-130,0.759811748769847,0.217,0.099,3.70577125572911e-126,"Retinal ganglion cells","SHC2"
"PID1",1.57924313680594e-130,1.450099919904,0.089,0.023,4.14424983960615e-126,"Retinal ganglion cells","PID1"
"GOLGA8A",1.74775525920496e-130,0.719693214974836,0.32,0.173,4.58645935120565e-126,"Retinal ganglion cells","GOLGA8A"
"AC092567.1",1.95876442876085e-130,1.0896467482757,0.135,0.048,5.14018961395421e-126,"Retinal ganglion cells","AC092567.1"
"GLS",2.09859653330185e-130,0.525317160319052,0.494,0.321,5.50713702269072e-126,"Retinal ganglion cells","GLS"
